Temperature °C,RelH,windspeed,wind direction,net radiation,solar radiation,rainfall,Date and Time
3.021,90.4,0,11.18,-55.23,0.399,0,2023-05-29T07:45:00Z
2.834,90.8,0,230.7,-57.47,0.399,0,2023-05-29T08:00:00Z
2.591,90.8,0,200.7,-51.8,0.399,0,2023-05-29T08:15:00Z
2.626,90.8,0,214.1,-46.06,0.399,0,2023-05-29T08:30:00Z
2.755,91.2,0,279.1,-50.65,0.399,0,2023-05-29T08:45:00Z
3.156,91.4,0,275.8,-53.07,0.397,0,2023-05-29T09:00:00Z
3.338,91.4,0,287.2,-53.1,0.394,0,2023-05-29T09:15:00Z
3.092,91.3,0,21.97,-57.92,0.399,0,2023-05-29T09:30:00Z
2.59,91.9,0,47.12,-56.96,0.395,0,2023-05-29T09:45:00Z
2.608,92.1,0,323.4,-56.52,0.384,0,2023-05-29T10:00:00Z
2.51,92.2,0,240.7,-50.01,0.424,0,2023-05-29T10:15:00Z
2.996,92.4,0,252.2,-50.07,1.63,0,2023-05-29T10:30:00Z
2.833,92.4,0,268.4,-45.25,5.496,0,2023-05-29T10:45:00Z
3.096,92.6,0,228.6,-39.43,11.49,0,2023-05-29T11:00:00Z
2.987,92.4,0,225.1,-34.92,16.39,0,2023-05-29T11:15:00Z
3.014,92.5,0,252.2,-30.1,19.89,0,2023-05-29T11:30:00Z
3.168,92.3,0,153.4,-26.28,22.74,0,2023-05-29T11:45:00Z
3.585,92.4,0,177.6,-18.95,26.2,0,2023-05-29T12:00:00Z
4.368,92.7,0,182.3,56.09,194.8,0,2023-05-29T12:15:00Z
5.2,92.7,0,141.8,41.71,247.2,0,2023-05-29T12:30:00Z
6.253,92.5,0,231.7,178.9,281.9,0,2023-05-29T12:45:00Z
7.49,91.9,0,167.9,188.4,315.5,0,2023-05-29T13:00:00Z
8.5,91.3,0,134.8,232.8,349.4,0,2023-05-29T13:15:00Z
9.03,90.1,0,159.9,290.8,382.8,0,2023-05-29T13:30:00Z
9.75,88.5,0,130.1,357.8,410.8,0,2023-05-29T13:45:00Z
10.03,86.6,0,156.5,399.6,437.2,0,2023-05-29T14:00:00Z
10.74,84.8,0,192,369.5,455.1,0,2023-05-29T14:15:00Z
11.37,82.9,0,118.2,366.2,464.5,0,2023-05-29T14:30:00Z
12.08,81.2,0,135.6,403.4,488.6,0,2023-05-29T14:45:00Z
12.74,78.7,0.334,100.3,425.6,505.7,0,2023-05-29T15:00:00Z
13.15,76.6,0,154.5,435.7,509.8,0,2023-05-29T15:15:00Z
13.69,74.5,0,116.7,398.4,475.3,0,2023-05-29T15:30:00Z
13.93,72.8,0,139.4,433.9,512.8,0,2023-05-29T15:45:00Z
14.09,71.2,0,18.36,434,511.1,0,2023-05-29T16:00:00Z
14.59,69.47,0,109.4,371.7,449.8,0,2023-05-29T16:15:00Z
14.73,68.02,0,27.35,339.8,410.9,0,2023-05-29T16:30:00Z
15.06,66.39,0,126.5,403.1,477.5,0,2023-05-29T16:45:00Z
15,64.9,3.317,152.6,473.9,564.7,0,2023-05-29T17:00:00Z
15.58,63.74,3.637,172.4,534.1,614.4,0,2023-05-29T17:15:00Z
15.5,62.21,0,12.45,312.7,403.1,0,2023-05-29T17:30:00Z
15.44,61.04,0.334,9.42,217.4,287.6,0,2023-05-29T17:45:00Z
15.33,60.54,2.625,98.6,178.9,255.3,0,2023-05-29T18:00:00Z
15.16,60.18,2.998,106.4,184.2,266.9,0,2023-05-29T18:15:00Z
15.1,59.69,3.051,2.836,141.2,221.3,0,2023-05-29T18:30:00Z
14.91,59.46,2.998,133.3,117.1,195.7,0,2023-05-29T18:45:00Z
14.71,59.44,0,127.1,82.3,153.7,0,2023-05-29T19:00:00Z
14.66,59.97,0,129.7,98.3,165.8,0,2023-05-29T19:15:00Z
14.72,60.31,0,136.4,79.6,140.2,0,2023-05-29T19:30:00Z
14.47,60.64,0,125.8,37.35,93.1,0,2023-05-29T19:45:00Z
13.94,61.68,0,157.4,-2.732,48.63,0,2023-05-29T20:00:00Z
13.36,62.84,0,343.7,-17.7,29.65,0,2023-05-29T20:15:00Z
12.85,64.13,0,92.9,-22.96,20.11,0,2023-05-29T20:30:00Z
12.33,65.62,0,27.03,-35.23,7.18,0,2023-05-29T20:45:00Z
11.82,67.93,0,21.74,-38.16,1.895,0,2023-05-29T21:00:00Z
11.37,69.76,0,37.52,-50.11,0.32,0,2023-05-29T21:15:00Z
10.78,71.1,0,46.58,-46.82,0.188,0,2023-05-29T21:30:00Z
10.26,73.1,0,165.8,-53,0.166,0,2023-05-29T21:45:00Z
9.88,74.8,2.518,152.3,-42.61,0.105,0,2023-05-29T22:00:00Z
10.28,75.9,2.412,145.8,-45.23,0.043,0,2023-05-29T22:15:00Z
10.34,76.6,3.051,173.1,-53.24,0.03,0,2023-05-29T22:30:00Z
10.26,77.2,3.157,149.3,-52.48,0.017,0,2023-05-29T22:45:00Z
10.25,77.8,2.998,146.3,-41.84,0.007,0,2023-05-29T23:00:00Z
10.21,78.1,0.334,146.5,-44.96,0.002,0,2023-05-29T23:15:00Z
10,78.4,2.625,132.3,-45.44,0.008,0,2023-05-29T23:30:00Z
9.9,79,2.518,144.1,-46.62,0.002,0,2023-05-29T23:45:00Z
9.8,79.3,0,186.8,-39.44,0.002,0,2023-05-30T00:00:00Z
9.58,79.5,0,207.8,-42.05,0.005,0,2023-05-30T00:15:00Z
9.18,79.5,0,253.2,-47.25,0.01,0,2023-05-30T00:30:00Z
8.79,80.2,0,155.9,-44.5,0.058,0,2023-05-30T00:45:00Z
8.56,80.9,0,216.4,-39.38,0.108,0,2023-05-30T01:00:00Z
8.73,81.7,0,261.1,-33.02,0.098,0,2023-05-30T01:15:00Z
8.64,82.2,0,248.8,-27.92,0.125,0,2023-05-30T01:30:00Z
8.59,83,0,348.4,-32.9,0.136,0,2023-05-30T01:45:00Z
8.68,83.5,0,272.9,-35.19,0.128,0,2023-05-30T02:00:00Z
8.69,83.5,0,174.7,-37.02,0.158,0,2023-05-30T02:15:00Z
8.39,83.8,0,199.8,-40.92,0.196,0,2023-05-30T02:30:00Z
8,84.2,0,226.2,-42.84,0.208,0,2023-05-30T02:45:00Z
8.09,85,0,249.8,-43.7,0.208,0,2023-05-30T03:00:00Z
7.99,85.2,0,161.3,-42.88,0.209,0,2023-05-30T03:15:00Z
7.85,85.4,0,226,-34.51,0.209,0,2023-05-30T03:30:00Z
7.77,85.9,0,210.1,-33.29,0.226,0,2023-05-30T03:45:00Z
7.62,86.1,0,193.9,-27.35,0.231,0,2023-05-30T04:00:00Z
7.73,86.5,0,127.6,-24.2,0.206,0,2023-05-30T04:15:00Z
7.98,87.2,0,153.4,-30.17,0.184,0,2023-05-30T04:30:00Z
7.88,87.4,0,298.6,-34.4,0.198,0,2023-05-30T04:45:00Z
7.73,87.7,0,166,-33.9,0.214,0,2023-05-30T05:00:00Z
7.64,88,0,51.43,-35.14,0.211,0,2023-05-30T05:15:00Z
7.67,88.5,0,276.3,-35.37,0.203,0,2023-05-30T05:30:00Z
7.71,89,0,309.4,-31.12,0.204,0,2023-05-30T05:45:00Z
7.54,89.1,0,182.6,-32.33,0.214,0,2023-05-30T06:00:00Z
7.49,89.4,0,280.9,-37.55,0.226,0,2023-05-30T06:15:00Z
7.44,89.9,0,261.2,-41.45,0.218,0,2023-05-30T06:30:00Z
7.45,89.9,0,148.4,-43.58,0.267,0,2023-05-30T06:45:00Z
7.16,89.8,0,110.8,-49.18,0.424,0,2023-05-30T07:00:00Z
6.764,90.1,0,134,-51.39,0.457,0,2023-05-30T07:15:00Z
6.948,90.7,0,144.6,-48.89,0.404,0,2023-05-30T07:30:00Z
6.737,90.9,0,267,-55.04,0.335,0,2023-05-30T07:45:00Z
6.32,90.6,0,180.8,-53.4,0.321,0,2023-05-30T08:00:00Z
6.184,90.7,0,42.95,-49.5,0.319,0,2023-05-30T08:15:00Z
6.164,91.4,0,288.2,-49.63,0.369,0,2023-05-30T08:30:00Z
6.194,91.8,0,251.8,-50.98,0.485,0,2023-05-30T08:45:00Z
6.274,92.3,0,261.8,-42.9,0.588,0,2023-05-30T09:00:00Z
6.324,92.6,0,253.9,-36.57,0.59,0,2023-05-30T09:15:00Z
6.224,93,0,235.1,-46.73,0.596,0,2023-05-30T09:30:00Z
6.042,93,0,260.5,-48.42,0.593,0,2023-05-30T09:45:00Z
6.053,93.3,0,281.2,-48.16,0.59,0,2023-05-30T10:00:00Z
6.159,93.4,0,257.2,-50.24,0.591,0,2023-05-30T10:15:00Z
6.106,93.5,0,279.6,-46.16,1.058,0,2023-05-30T10:30:00Z
5.913,93.5,0,263.8,-46.62,3.629,0,2023-05-30T10:45:00Z
5.814,93.9,0,9.44,-37.01,8.88,0,2023-05-30T11:00:00Z
5.656,93.7,0,219.4,-31.84,15.31,0,2023-05-30T11:15:00Z
5.946,94,0,219,-25.2,19.11,0,2023-05-30T11:30:00Z
6.233,93.9,0,205.9,-21.47,22,0,2023-05-30T11:45:00Z
6.494,94,0,197.1,-18.14,25.64,0,2023-05-30T12:00:00Z
7.08,94,0,243.4,47,132.9,0,2023-05-30T12:15:00Z
8.06,94.3,0,183,27.67,223.6,0,2023-05-30T12:30:00Z
8.99,94,0,139.5,162.9,256.3,0,2023-05-30T12:45:00Z
9.68,93.8,0,161.8,186,289.8,0,2023-05-30T13:00:00Z
10.6,93.4,0,168.3,217,322.8,0,2023-05-30T13:15:00Z
11.39,92.9,0,208.5,253.6,356.2,0,2023-05-30T13:30:00Z
12.18,92.1,0,148.1,326,382.9,0,2023-05-30T13:45:00Z
12.95,91.1,0,108.3,365.8,407.9,0,2023-05-30T14:00:00Z
13.63,89.7,0,203.1,368.5,430.1,0,2023-05-30T14:15:00Z
14.47,88,0,115.2,395.2,449.6,0,2023-05-30T14:30:00Z
14.82,86.1,0,137.5,405.7,466.3,0,2023-05-30T14:45:00Z
15.1,85.1,3.051,125.4,409.9,481.5,0,2023-05-30T15:00:00Z
15.4,83.7,3.477,64.95,434.9,491,0,2023-05-30T15:15:00Z
16,82.3,3.53,105.7,440.6,489.5,0,2023-05-30T15:30:00Z
15.75,80.8,3.69,187.5,351.1,399.9,0,2023-05-30T15:45:00Z
16.13,79.9,3.477,136.9,423.8,469.3,0,2023-05-30T16:00:00Z
16.81,78.7,2.998,154.8,552.5,596.4,0,2023-05-30T16:15:00Z
17.03,76.9,3.956,153.5,435.4,500.6,0,2023-05-30T16:30:00Z
16.63,75.9,2.731,187.5,254.8,314.5,0,2023-05-30T16:45:00Z
17.1,75.1,3.371,148.9,468.5,520.1,0,2023-05-30T17:00:00Z
17.54,73.8,5.448,183.3,453.7,511.5,0,2023-05-30T17:15:00Z
17.1,72.6,3.797,108.2,211.3,285,0,2023-05-30T17:30:00Z
17.34,72,2.944,129,354.6,413.3,0,2023-05-30T17:45:00Z
17.75,71.3,2.572,175.3,310.4,374.6,0,2023-05-30T18:00:00Z
18.06,69.72,2.412,136.4,290.5,360.6,0,2023-05-30T18:15:00Z
18.21,67.85,2.944,113.3,247.5,327,0,2023-05-30T18:30:00Z
18.24,66.62,2.785,150.5,224,308.4,0,2023-05-30T18:45:00Z
18.22,65.63,3.211,96.5,178.4,261.3,0,2023-05-30T19:00:00Z
18.32,65.33,2.358,29.41,98.8,174.6,0,2023-05-30T19:15:00Z
17.7,65.77,1.027,15.19,72.4,142.2,0,2023-05-30T19:30:00Z
17.29,66.42,0,92.3,-17.4,68.34,0,2023-05-30T19:45:00Z
16.95,67.2,0,103.4,-13.98,41.15,0,2023-05-30T20:00:00Z
16.57,67.98,0,33.07,-12.31,40.4,0,2023-05-30T20:15:00Z
16.11,69.57,0.76,23.66,-20.39,31.27,0,2023-05-30T20:30:00Z
15.36,72.7,0,39.38,-36.34,14.09,0,2023-05-30T20:45:00Z
14.83,74.9,1.293,27.12,-44.45,3.932,0,2023-05-30T21:00:00Z
14.37,77,0,14.43,-55.74,0.471,0,2023-05-30T21:15:00Z
13.96,78.5,0,9.76,-55.31,0.015,0,2023-05-30T21:30:00Z
13.76,80.1,0,29.05,-53.77,0.046,0,2023-05-30T21:45:00Z
13.37,81.5,0,29.44,-53.86,0.093,0,2023-05-30T22:00:00Z
13.03,82.7,0,312.9,-49.5,0.124,0,2023-05-30T22:15:00Z
12.72,83.1,0,2.887,-38.91,0.168,0,2023-05-30T22:30:00Z
12.62,84,0,20.98,-46.13,0.188,0,2023-05-30T22:45:00Z
12.36,85.1,0,6.641,-42.86,0.196,0,2023-05-30T23:00:00Z
12.21,85.5,0,35.42,-19.87,0.194,0,2023-05-30T23:15:00Z
12.23,86.1,0,14.24,-18.51,0.184,0,2023-05-30T23:30:00Z
12.33,86.8,0,20.02,-20.29,0.161,0,2023-05-30T23:45:00Z
12.15,87.2,0,12.13,-25.2,0.163,0,2023-05-31T00:00:00Z
12.01,87.6,0,35.61,-24.08,0.164,0,2023-05-31T00:15:00Z
12.14,88.1,0,18.29,-27.08,0.149,0,2023-05-31T00:30:00Z
12.23,88.4,0,203.1,-30.23,0.121,0,2023-05-31T00:45:00Z
12.1,88.4,0,26.95,-44.34,0.174,0,2023-05-31T01:00:00Z
12.02,88.5,0,320,-43.45,0.189,0,2023-05-31T01:15:00Z
11.75,88.8,0,346.9,-46.95,0.196,0,2023-05-31T01:30:00Z
11.33,89.1,0,22.47,-45.05,0.231,0,2023-05-31T01:45:00Z
11.08,89.9,0,20.79,-49.19,0.254,0,2023-05-31T02:00:00Z
10.88,90.5,0,20.79,-50.3,0.319,0,2023-05-31T02:15:00Z
10.86,90.9,0,19.93,-47.74,0.304,0,2023-05-31T02:30:00Z
10.72,91.3,0,28.88,-46.15,0.369,0,2023-05-31T02:45:00Z
10.79,91.6,0,34.75,-44.81,0.387,0,2023-05-31T03:00:00Z
10.71,91.9,0,26.86,-42.81,0.397,0,2023-05-31T03:15:00Z
11.1,92.1,0,29.27,-40.78,0.407,0,2023-05-31T03:30:00Z
11.11,92,0,190.7,-37.7,0.433,0,2023-05-31T03:45:00Z
10.76,91.9,0,314.2,-39.33,0.418,0,2023-05-31T04:00:00Z
10.35,91.8,0,196.6,-39.53,0.418,0,2023-05-31T04:15:00Z
10.08,91.8,0,20.6,-37.79,0.4,0,2023-05-31T04:30:00Z
9.94,92.4,0,22.14,-39.32,0.403,0,2023-05-31T04:45:00Z
9.84,92.8,0,21.57,-41.12,0.405,0,2023-05-31T05:00:00Z
9.76,93,0,27.53,-41.66,0.402,0,2023-05-31T05:15:00Z
9.73,93.3,0,23.11,-42.38,0.407,0,2023-05-31T05:30:00Z
9.62,93.6,0,25.51,-45.94,0.417,0,2023-05-31T05:45:00Z
9.58,93.8,0,23.3,-45.56,0.404,0,2023-05-31T06:00:00Z
9.42,93.9,0,177.8,-42.65,0.402,0,2023-05-31T06:15:00Z
9.21,93.6,0,31.67,-37.83,0.405,0,2023-05-31T06:30:00Z
9.12,94.1,0,171.5,-40.62,0.415,0,2023-05-31T06:45:00Z
8.66,94,0,20.89,-37.47,0.404,0,2023-05-31T07:00:00Z
8.54,94.4,0,24.07,-45.21,0.402,0,2023-05-31T07:15:00Z
8.63,94.5,0,167.8,-36.99,0.415,0,2023-05-31T07:30:00Z
8,94.5,0,13.05,-28.28,0.425,0,2023-05-31T07:45:00Z
8.2,94.7,0,13.67,-29.25,0.432,0,2023-05-31T08:00:00Z
8.38,94.9,0,24.36,-44.89,0.423,0,2023-05-31T08:15:00Z
8.2,95.2,0,19.45,-46.73,0.457,0,2023-05-31T08:30:00Z
8.18,95.3,0,53.44,-46.19,0.448,0,2023-05-31T08:45:00Z
8.09,95.2,0,24.27,-44.09,0.463,0,2023-05-31T09:00:00Z
7.82,95.4,0,57.3,-40.52,0.438,0,2023-05-31T09:15:00Z
8.2,95.4,0,48.05,-40.05,0.472,0,2023-05-31T09:30:00Z
8.01,95.5,0,12.13,-43.3,0.488,0,2023-05-31T09:45:00Z
7.71,95.7,0,17.09,-42.64,0.543,0,2023-05-31T10:00:00Z
7.8,95.7,0,24.99,-41.69,0.52,0,2023-05-31T10:15:00Z
7.83,95.9,0,25.09,-42.5,1.408,0,2023-05-31T10:30:00Z
7.62,95.8,0,137.6,-22.15,5.527,0,2023-05-31T10:45:00Z
7.66,95.9,0,225.6,-6.829,16.62,0,2023-05-31T11:00:00Z
7.94,96.1,0,180.5,10.96,25.13,0,2023-05-31T11:15:00Z
8.08,96.2,0,164.1,12.77,36.62,0,2023-05-31T11:30:00Z
8.42,96.2,0,186.1,48.92,79.9,0,2023-05-31T11:45:00Z
9.39,96.2,0,67.16,66.99,94.6,0,2023-05-31T12:00:00Z
10.09,96.3,0,63.11,73.5,116.1,0,2023-05-31T12:15:00Z
10.84,96.3,0,130.3,66.47,173.2,0,2023-05-31T12:30:00Z
12.02,96.1,1.506,16.85,194.4,277.3,0,2023-05-31T12:45:00Z
12.49,95.4,2.039,33.11,208,287.3,0,2023-05-31T13:00:00Z
13.37,95,2.199,13.23,280.7,335.8,0,2023-05-31T13:15:00Z
13.96,94.2,3.371,17.37,361.5,361.9,0,2023-05-31T13:30:00Z
14.09,93.5,3.317,49.45,431,397.1,0,2023-05-31T13:45:00Z
15,92.7,2.944,48.62,420.9,401.6,0,2023-05-31T14:00:00Z
15.79,91.5,2.731,50.16,383.4,435,0,2023-05-31T14:15:00Z
16.74,90,2.412,68.09,406.7,460.3,0,2023-05-31T14:30:00Z
17.53,88.1,2.838,24.61,423.6,481.1,0,2023-05-31T14:45:00Z
17.96,85.9,3.211,33.12,462.4,511.8,0,2023-05-31T15:00:00Z
18.8,83.7,2.625,17.98,476,529.7,0,2023-05-31T15:15:00Z
19.36,81.2,3.743,21.58,500.4,549.5,0,2023-05-31T15:30:00Z
19.22,78.4,3.637,43.44,405.6,454.1,0,2023-05-31T15:45:00Z
19.42,76.4,2.625,107.8,405.3,466.1,0,2023-05-31T16:00:00Z
20.03,75.1,0,212.3,454.4,507.9,0,2023-05-31T16:15:00Z
19.84,72.9,3.584,27.63,361.6,412.3,0,2023-05-31T16:30:00Z
20.44,71.8,2.092,0.961,381,436.8,0,2023-05-31T16:45:00Z
20.59,70.3,0,20.56,351.8,402.7,0,2023-05-31T17:00:00Z
20.35,69.25,0,100.3,318.3,377.8,0,2023-05-31T17:15:00Z
20.43,67.96,0,13.45,369.8,426.5,0,2023-05-31T17:30:00Z
20.76,66.32,0,307.1,312.1,372.3,0,2023-05-31T17:45:00Z
21.35,64.99,0,11.96,377,439.3,0,2023-05-31T18:00:00Z
21.74,62.99,0,36.85,318.1,382.4,0,2023-05-31T18:15:00Z
21.84,61.63,0,88.3,259.6,329.9,0,2023-05-31T18:30:00Z
21.85,61.58,0,0.48,220,296.7,0,2023-05-31T18:45:00Z
22.27,61.09,0,311.3,163.7,240.8,0,2023-05-31T19:00:00Z
22.03,60.6,0,317.9,148.3,225.6,0,2023-05-31T19:15:00Z
21.73,60.32,0,331,60.86,109.4,0,2023-05-31T19:30:00Z
20.39,61.76,0,12.11,-26.43,49.13,0,2023-05-31T19:45:00Z
19.46,64.7,0,3.844,-28.66,20.01,0,2023-05-31T20:00:00Z
18.77,67.65,0,22.3,-29.79,17.11,0,2023-05-31T20:15:00Z
18.28,70.2,0,22.11,-36.74,13.61,0,2023-05-31T20:30:00Z
17.72,72.9,0,24.23,-43.47,8.55,0,2023-05-31T20:45:00Z
16.91,75.4,0.334,20,-50.83,3.181,0,2023-05-31T21:00:00Z
16.37,77.5,0,28.47,-50.18,0.655,0,2023-05-31T21:15:00Z
15.98,79.2,0,35.97,-48.48,0.088,0,2023-05-31T21:30:00Z
15.43,80.7,0,16.16,-46.92,0.015,0,2023-05-31T21:45:00Z
15.21,82.1,0,8.56,-43.59,0.005,0,2023-05-31T22:00:00Z
14.78,83.1,0,13.81,-48.37,0,0,2023-05-31T22:15:00Z
14.66,84.3,0,13.08,-43.3,0.007,0,2023-05-31T22:30:00Z
14.84,84.7,0,37.09,-43.95,0.012,0,2023-05-31T22:45:00Z
14.7,85,0,29.05,-43.27,0.018,0,2023-05-31T23:00:00Z
14.2,85.6,0,8.85,-43.5,0.081,0,2023-05-31T23:15:00Z
13.84,85.9,0,277,-41.63,0.111,0,2023-05-31T23:30:00Z
13.56,86.1,2.305,31.42,-41.92,0.154,0,2023-05-31T23:45:00Z
14.49,86.2,3.637,11.55,-53.33,0.075,0,2023-06-01T00:00:00Z
15.1,83.7,1.986,27.81,-65.36,0.055,0,2023-06-01T00:15:00Z
14.91,82.9,3.424,34.6,-53,0.061,0,2023-06-01T00:30:00Z
14.84,82.5,3.424,30.27,-53.29,0.068,0,2023-06-01T00:45:00Z
14.9,82.2,0,18.53,-54.11,0.071,0,2023-06-01T01:00:00Z
14.54,82.4,3.211,32.43,-52.3,0.071,0,2023-06-01T01:15:00Z
14.45,82.9,3.104,25.26,-50.2,0.061,0,2023-06-01T01:30:00Z
14.49,83.2,3.317,24.73,-47.68,0.081,0,2023-06-01T01:45:00Z
14.63,82.6,1.826,25.21,-46.65,0.093,0,2023-06-01T02:00:00Z
13.86,82.9,0,6.737,-38.11,0.138,0,2023-06-01T02:15:00Z
13.89,83.9,0,2.406,-20.53,0.076,0,2023-06-01T02:30:00Z
14.33,84.1,0,49.27,-11.48,0.053,0,2023-06-01T02:45:00Z
14.17,84.1,0,34.26,-11.58,0.078,0,2023-06-01T03:00:00Z
13.75,85,0,337.4,-14.2,0.076,0,2023-06-01T03:15:00Z
14.04,84.9,0,21.37,-19.1,0.051,0,2023-06-01T03:30:00Z
14.1,84,0,16.36,-42.61,0.076,0,2023-06-01T03:45:00Z
13.74,84,0,15.01,-33.83,0.1,0,2023-06-01T04:00:00Z
13.46,84.6,0,7.55,-4.885,0.086,0,2023-06-01T04:15:00Z
13.48,85.3,0,67.37,-6.671,0.055,0,2023-06-01T04:30:00Z
13.6,85.5,0,11.89,-15.85,0.06,0,2023-06-01T04:45:00Z
13.6,85.6,0,19.49,-12.06,0.066,0,2023-06-01T05:00:00Z
13.43,86.3,0,11.4,-8.09,0.078,0,2023-06-01T05:15:00Z
13.78,86.5,1.4,7.65,-16.89,0.063,0,2023-06-01T05:30:00Z
14.19,86.5,0.654,17.61,-25.8,0.065,0,2023-06-01T05:45:00Z
14.57,86.3,0,29.06,-26.97,0.053,0,2023-06-01T06:00:00Z
14.64,86.1,0,17.08,-23.77,0.058,0,2023-06-01T06:15:00Z
14.45,86,1.719,26.51,-18.98,0.071,0,2023-06-01T06:30:00Z
14.58,86.3,0,331.1,-23.09,0.051,0,2023-06-01T06:45:00Z
14.76,86,0,22.76,-34.57,0.06,0,2023-06-01T07:00:00Z
14.7,86,0,23.82,-42.05,0.073,0,2023-06-01T07:15:00Z
14.65,86.3,0,25.6,-47.27,0.085,0,2023-06-01T07:30:00Z
14.8,86.7,0,19.15,-44.58,0.08,0,2023-06-01T07:45:00Z
14.84,86.8,0,27.33,-43.43,0.068,0,2023-06-01T08:00:00Z
14.6,87,0,15.11,-48.17,0.088,0,2023-06-01T08:15:00Z
14.18,87.1,0,349.7,-35.34,0.153,0,2023-06-01T08:30:00Z
13.57,87.1,0,323.6,-33.73,0.178,0,2023-06-01T08:45:00Z
13.14,87.3,0,283.7,-32.4,0.199,0,2023-06-01T09:00:00Z
13.17,88.2,0,211,-32.56,0.199,0,2023-06-01T09:15:00Z
12.7,88.5,0,153.3,-11.47,0.204,0,2023-06-01T09:30:00Z
12.68,88.9,0,11.93,-22.86,0.216,0,2023-06-01T09:45:00Z
12.67,89.4,0,343.7,-34.55,0.221,0,2023-06-01T10:00:00Z
12.94,89.7,0,0.096,-36.01,0.297,0,2023-06-01T10:15:00Z
13.35,90.1,0,20.02,-35.36,1.14,0,2023-06-01T10:30:00Z
13.71,90.5,0,11.65,-34.8,4.128,0,2023-06-01T10:45:00Z
13.74,90.8,0,30.65,-5.432,12.57,0,2023-06-01T11:00:00Z
14.02,91.4,0,22.47,8.64,18.6,0,2023-06-01T11:15:00Z
14.48,91.5,0,26.75,1.799,36.92,0,2023-06-01T11:30:00Z
14.59,91.6,0,34.89,-7.46,35.26,0,2023-06-01T11:45:00Z
14.63,91.8,0,45.23,-3.392,41.62,0,2023-06-01T12:00:00Z
14.82,91.9,0,10.01,26.78,72,0,2023-06-01T12:15:00Z
15.14,92.1,0,3.079,76.1,114.9,0,2023-06-01T12:30:00Z
16.29,91.9,0,9.04,208.8,274.9,0,2023-06-01T12:45:00Z
17.59,90.7,0,98.7,208.8,285.1,0,2023-06-01T13:00:00Z
18.2,89.1,0,32.94,253.7,321.3,0,2023-06-01T13:15:00Z
18.88,87.9,0,316.3,166.3,172.6,0,2023-06-01T13:30:00Z
19.27,87.2,0,302.4,173,195.8,0,2023-06-01T13:45:00Z
19.76,86.4,0,308.9,285.4,326.8,0,2023-06-01T14:00:00Z
19.99,85.4,0,304.9,248.8,290.9,0,2023-06-01T14:15:00Z
20.81,84.5,0,239.9,411.8,464.1,0,2023-06-01T14:30:00Z
21.79,82.4,0,227.9,426.3,474.6,0,2023-06-01T14:45:00Z
21.98,79.6,0.334,193.8,345.5,390.3,0,2023-06-01T15:00:00Z
22.25,78.2,0,256.2,437.9,480.5,0,2023-06-01T15:15:00Z
21.82,77.6,0,184.7,205.1,244.7,0,2023-06-01T15:30:00Z
21.28,78.4,0,230.6,101.6,135.7,0,2023-06-01T15:45:00Z
21.23,78.8,0,269.3,154.3,185.6,0,2023-06-01T16:00:00Z
21.25,78.4,0,234.2,132.8,167.1,0,2023-06-01T16:15:00Z
21.39,78.3,0,178.1,265.2,309,0,2023-06-01T16:30:00Z
21.89,77.7,0,272.1,356.1,393.4,0,2023-06-01T16:45:00Z
22.16,76.6,0,220.6,234.2,291.2,0,2023-06-01T17:00:00Z
21.95,76.4,0,224.4,185.7,224.3,0,2023-06-01T17:15:00Z
21.88,76.6,0,184.5,217.3,259.8,0,2023-06-01T17:30:00Z
22.08,76.2,0,208.8,317.1,363.6,0,2023-06-01T17:45:00Z
22.82,75.2,0,283.1,289.7,345.2,0,2023-06-01T18:00:00Z
22.65,73.7,0,255.9,163.6,194.2,0,2023-06-01T18:15:00Z
22.18,73.9,0,2.114,84.9,115.6,0,2023-06-01T18:30:00Z
22.44,74.9,0,337.4,167.5,212.8,0,2023-06-01T18:45:00Z
23.32,73.6,0,116.5,144.5,213.7,0,2023-06-01T19:00:00Z
22.8,72.8,0,15.57,90.7,147.7,0,2023-06-01T19:15:00Z
22.84,73.5,0,14.41,101.8,134.7,0,2023-06-01T19:30:00Z
22.2,73.4,0,321.7,-23.52,48.99,0,2023-06-01T19:45:00Z
21.43,74.4,0,34.22,-27.31,20.79,0,2023-06-01T20:00:00Z
20.73,76.8,0,22.49,-34.79,16.29,0,2023-06-01T20:15:00Z
20.13,79.5,0,23.84,-40.72,12.45,0,2023-06-01T20:30:00Z
19.48,82,0,29.8,-46.78,7.43,0,2023-06-01T20:45:00Z
19.13,83.9,0,28.51,-44.69,3.045,0,2023-06-01T21:00:00Z
18.77,85.2,0,235.4,-42.26,0.675,0,2023-06-01T21:15:00Z
18.42,85.7,0,0.481,-32.43,0.177,0,2023-06-01T21:30:00Z
18.25,86.7,0,36.93,-44.55,0.08,0,2023-06-01T21:45:00Z
18.03,87.4,0,22.12,-42.29,0.103,0,2023-06-01T22:00:00Z
17.68,88.2,0,28.23,-44.31,0.09,0,2023-06-01T22:15:00Z
17.42,88.9,0,20.92,-44.77,0.061,0,2023-06-01T22:30:00Z
17.23,89.4,0,19.24,-42.02,0.096,0,2023-06-01T22:45:00Z
17.14,89.8,0,8.85,-39.43,0.163,0,2023-06-01T23:00:00Z
16.98,90.1,0,2.693,-37.97,0.257,0,2023-06-01T23:15:00Z
16.88,90.4,0,11.06,-36.51,0.334,0,2023-06-01T23:30:00Z
